title,url,content																					
Ten kilometers later, at Foresthill (49k), the Schide Show was officially in full force, with her arriving at 4:25:14 and with more than 21 minutes of real estate to the next woman. Sullivan and Denholm maintained their second- and third-place positions, around 2 minutes apart from each other. Behind Denholm was also some decent daylight, with fourth-place Bracy coming through about 10.5 minutes after third place.																					
Schide was truly ablaze at Cal 2, the 61k, some two-thirds of the way down Cal Street, running through in 5:31:21. There, sheâ€™d also cracked the overall top 10. Due to a lack of womenâ€™s coverage in the live stream as well as issues with Sullivanâ€™s tracking devices, we donâ€™t have her split at Cal 2, but she was in second place here. Denholm was the next woman through in third, 65 minutes off the lead.																					
At Driverâ€™s Flat (76k), Schide was now picking her way through the menâ€™s top 10, passing in sixth overall in 6:50:38. For the record, thatâ€™s 17 minutes back from the menâ€™s leader three-quarters of the way through a trail 100k â€” some insane running. Schideâ€™s lead in the womenâ€™s race would only grow over the raceâ€™s final quarter, and she remained in sixth place overall at the finish line. At Mammoth Bar (88k) and Confluence (94k), she led by 44 and 46 minutes respectively.																					
Ultimately, Katie Schide was the runaway womenâ€™s victor in 9:10:10. Itâ€™s safe to say that things are looking really good for Schideâ€™s second attempt at the Western States 100 this summer. With her automatic entry based on her top-10 finish last year, the two Western States 100 Golden Tickets would roll down to other women.																					
Katie Schide winning the 2024 Canyons by UTMB 100k. Photo: UTMB/Howie Stern																					
Sullivanâ€™s race for second place never wavered. At 88k and 94k, she held a respective 7- and 9-minute gap over third place. EmKay Sullivan cruised over the finish line to take second in 10:01:26. While she cautiously accepted the Western States 100 Golden Ticket at the finish line, she later decided to not officially accept it, which meant it would roll down to another woman.																					
Behind Schide and Sullivan, the race for the womenâ€™s top 10 was anything but set in the raceâ€™s final 25k. Denholm, the debut trail racer, ran into problems en route to Driverâ€™s Flat (76k), relinquishing her podium position. At the time of this articleâ€™s publishing, sheâ€™s not showing an official DNF, but she certainly has.																					
As the womenâ€™s positions fluctuated, it would beAnna Louden (nÃ©e Kascius)who emerged into the third position by 88k and who would hold it until she finished in 10:24:37. Kacius has about 3 years of ultrarunning under her belt, with top finishes including seventh at the 2022 IAU 100k World Championships, and fourth at the 2023 Black Canyon 100k. She narrowly missed a Golden Ticket by one position at that latter event. This time, she was golden, graciously accepting that Western States 100 entry.																					
Careth Arnoldfinished fourth in 10:38:42, after moving up into that spot before the 94k aid station. When the second Western States 100 Golden Ticket rolled down to her post-race, she accepted it. Anna McKenna rounded out the womenâ€™s top 5, crossing the line in 10:43:31.																					
EmKay Sullivan taking second at the 2024 Canyons by UTMB 100k. Photo: UTMB/Howie Stern																					
Full results.																					
The 2024 Canyons by UTMB 100k womenâ€™s podium (left to right): 2. EmKay Sullivan, 1. Katie Schide, 3. Anna Louden (nÃ©e Kascius). Photo: UTMB/Jacob Banta																					
Related articles:"																					
2024 Madeira Island Ultra-Trail Results: New Winners with Valmassoi and Dhiman,https://www.irunfar.com/2024-madeira-island-ultra-trail-results-new-winners-with-valmassoi-and-dhiman,"Leaving the seaside village of Porto Moniz at midnight on Saturday, April 27, runners in the 2024Madeira Island Ultra-Trail(MIUT) set off from northwest Madeira on their 115-kilometer (72 miles) run across the small Portuguese island in the Atlantic Ocean. When all was said and done,Martina Valmassoi(Italy) andBen Dhiman(U.S., lives in France) took home the womenâ€™s and menâ€™s victories.																					
But there was a lot of landscape and racing in between.																					
With 7,200 meters (23,600 feet) of climbing, the route is technical, steep, and demanding. Starting at sea level and finishing on the far eastern end of the island at Machico, back at sea level again, runners travel over countless mountains, including the routeâ€™s high point, Pico Ruivo at 1,800 meters (5,900 feet). Thousands of stairs are also infamous on this race course, which adds a unique element to the racing experience. The route treats runners to stunning views of big mountains, the ocean, and everything in between.																					
The 2024 Madeira Island Ultra-Trail 115k getting underway. Photo: MIUT/JoÃ£o M Faria																					
While last yearâ€™s race was less competitive than other editions, this year promised to serve up fast racing on the womenâ€™s side with a list of starters includingAnne-Lise Rousset SÃ©guret(France),Martina Valmassoi(Italy),Claire Bannwarth(France), andMaite Maiora(Spain), who all had the potential to mix it up at the front of the race.																					
On the menâ€™s side, the likes ofMiguel ArsÃ©nio(Portugal),Ben Dhiman(U.S., lives in France),Arthur Joyeux-Bouillon(France), andSebastian Krogvig(Norway) promised a show.																					
Last yearâ€™s French sweep of the event was not to be repeated with new faces dominating the podium this edition. On the menâ€™s side, Dhiman, who placed third at the 2023 Les Templiers, ran near the front of the race for its entirety and pulled away from the rest of the field after the high point, 75 kilometers into the race, to reach the finish line first.																					
The top 2 of the womenâ€™s race stayed tight, and the gap between Valmassoi and Rousset did not open up until well into the second half. Valmassoi, the 2022 TDS winner, ultimately broke the tape at Machico first in a time of 16:14:10.																					
Read on for the in-depth race story.																					
While on paper, a number of names were vying for the top spot in the womenâ€™s race, it ended as a duel between Italyâ€™sMartina Valmassoiand Franceâ€™sAnne-Lise Rousset SÃ©guret. After running within minutes of each other for the majority of the race and opening up a seemingly insurmountable gap on the rest of the field, it was Valmassoi who reached the oceanside at Machico first in a time of 16:14:10. Rousset was second with a time of 16:28:27, andMaite Maioraof Spain rounded out the podium with a time of 17:12:22.																					
Rousset was the first to make her intentions for the race known as she went straight to the front and created a nearly 2-minute gap on the rest of the field just 22 kilometers into the race. Valmassoi along withFiona Porte(France),Sandra Sevillano(Spain), Maiora, andAroa SÃ­o(Spain) followed to make up the top 5 in the early hours of racing. As the racers traversed the rugged mountains of Madeira, it became clear that it was shaping up to be a 2-woman race between Rousset and Valmassoi. Just 30k in, theyâ€™d stretched the gap to third-place Maiora to more than 15 minutes.																					
Anne-Lise Rousset Seguret covering kilometers at night in the rain. Photo: MIUT/JoÃ£o M Faria																					
By the time the women reached the course high point at Pico Ruivo, nearly 75k into the race, the gap between the top 2, Valmassoi and Rousset, who were still close to each other, and third-place Maiora was up to 30 minutes.Claire Bannwarthof France was another 30 minutes back in fourth, with SÃ­o in fifth just 30 seconds behind her.																					
From Pico Ruivo, at an elevation of 1,800 meters, itâ€™s a long 40k downhill run to the ocean, with plenty of climbs included to keep things interesting. As the women headed toward the ocean, Valmassoi increased the 3-minute lead she held on Rousset as the 2 had crossed over the course high point. By ChÃ£o da Lagoa at the 84k mark, the gap was up to about 7 minutes.																					
Meanwhile, Maiora kept pace with the lead duo and maintained the 30-minute gap up to second. Behind her, Bannwarth and SÃ­o continued to run near each other an additional 35 minutes in arrears.																					
Valmassoi was first to Machico, holding on to a 14-minute gap over second-place Rousset. Maiora rounded out the podium in a time of 17:12:22.																					
Claire Bannwarth and Aroa Sio finished fourth and fifth respectively, with times of 17:50:24 and 18:14:53.																					
Martina Valmassoi cruising on her way to winning the 2024 Madeira Island Ultra-Trail 115k. Photo: MIUT/JoÃ£o M Faria																					
Full results.																					
While there was plenty of strong racing at the front end of the race in the early hours of the event, it was ultimatelyBen Dhiman, from the U.S. but who lives in France, who reached the ocean at Machico first in a time of 13:52:46. He was followed by Norwayâ€™sSebastian Krogvigand Franceâ€™sMartin Kernwho finished in 14:12:54 and 14:15:23, respectively. Fourth placeAnthony Costaof France was just 17 seconds behind. The top four men established themselves at the front at Pico de Ruivo, the high point of the race at about 75k, and never looked back.																					
Early on in the event, all of the expected top names featured at the pointy end of the race, includingMiguel ArsÃ©nio(Portugal),Arthur Joyeux-Bouillon(France),LuÃ­s Fernandes(Portugal), Dhiman,Jeff Mogavero(U.S.), Krogvig, and Kern. This lead group was within minutes of each other for the first 20k of rugged Madeira mountains.																					
Dhiman and Arsenio seemed to be on a mission to push the pace early on in the race and ran in close proximity to each other until Estanquinhos, 33k into the race. From there, it seemed like the racing was properly on, with the two of them changing leads over the next 30k.																					
Sebastian Krogvig getting it done on the way to placing second. Photo: MIUT/JoÃ£o M Faria																					
Their pace opened up a large gap on the rest of the field. After 48k of racing, the trio of Krogvig, Kern, and Mogavero were close together coming into the Encumeada checkpoint, with the time gap between them under a minute as they battled for third place on the ground. Their gap to the front 2 leaders was nearly 10 minutes just under halfway into the race.Brian Culmo(U.S.),Francesco Cucco(Italy), and Costa followed the top 5, another 20 minutes back.																					
As the kilometers ticked by and runners reached the course high point 75 kilometers into the race, Dhiman established a clear lead on the field as ArsÃ©nio faded back and eventually dropped from the event. Krogvig, Kern, and Costa made up the rest of the top 5 at the checkpoint, with second through fourth all within 20 minutes of one another. With ArsÃ©nio dropping out, there were now 2 podium places to fight for on the back half of the course.																					
With all the big climbs over, runners simply had to make it back to the ocean. But it was far from all downhill with several significant inclines to negotiate in the final 40k. Still, very little changed at the front of the race from the high point to the finish, with Dhiman continuing to run steady at the front of the field and Krogvig, Kern, Costa, and Mogavero behind, making up the top 5. Portuguese runnersNelson Santosand Fernandez did their best to maintain contact with the lead.																					
In the final kilometers of the race, first place seemed secured, but the battle between second and fourth stayed tight. Krogvig was able to hold on to second and Kern just edged out Costa by just 17 seconds to capture the final podium place. Santos was able to close the gap to Mogavero to round out the top 5.																					
Update:Sebastian Krogvig(Norway) was originally reported to have finished second in 14:12, but he received an hour time penalty due to following an incorrect route near ChÃ£o da Lagoa at the 84k mark, and, now, he sits in seventh place in 15:12. That moves Kern into third, Costa into fourth, and Mogavero into fifth in 15:01:01.																					
Ben Dhiman on his way to the win at the 2024 Madeira Island Ultra-Trail 115k. Photo: MIUT/JoÃ£o M Faria																					
Full results.																					
Related articles:"																					
2024 Marathon des Sables Legendary Results: Rachid El Morabity and Aziza El Amrany Victorious,https://www.irunfar.com/2024-marathon-des-sables-legendary-results,"After a week of racing, the 2024Marathon des Sables Legendarystage race has concluded in Moroccoâ€™s Sahara Desert.Rachid El MorabityandAziza El Amranytook home victory for the host country in the menâ€™s and womenâ€™s races. For El Morabity, it was his 10th win of the event, and for El Amrany, her first.																					
The seven-day, self-sufficiency stage race is often identified as one of the hardest footraces in the world. Throughout the race, runners navigate dunes, climb jebels (mountains), and run across a multitude of surfaces in an attempt to make it to the finish line.																					
Runners carry a backpack of self-sufficiency, containing the food and camping gear needed for the week	 the race organization provides only a shade tent and water. Each of the raceâ€™s six stages offers a unique challenge and no one is guaranteed to make it to the end, not even those in the elite field.																				
The race bivouac before the 2024 Marathon des Sables Legendary. Photo: MDS/Ian Corless																					
The 2024 race started on Sunday, April 14, and concluded on Saturday, April 20. This yearâ€™s 252.8-kilometer (157 miles) course was divided into the following six stages:																					
This year was set to be a fast one. The temperature at the start of the race was a moderate 18 degrees Celsius (65 Fahrenheit), making it cool compared to previous years and easier for athletes to make a quick getaway on the fairly easy first day. However, as the week went on, temperatures rose to the extreme, along with wind and sandstorms, too.																					
In the menâ€™s race, eyes were turned to the Moroccan El Morabity brothers â€” older brother Rachid and younger brotherMohamed El Morabityâ€” who were favorites leading up to the event. Moroccoâ€™sAziza Rajiwas the favorite in the womenâ€™s field, having won the race in 2021. But Moroccoâ€™s Aziza El Amrany, with two previous podium finishes over the last two years, was sure to challenge.																					
The early going of Stage 1 in the 2024 Marathon des Sables Legendary. Photo: MDS/Ian Corless																					
The competition was set during a big year of change for the longtime race, with this year being the eventâ€™s 38th edition. Iconic race founderPatrick Bauerpassed the reigns toCyril Gauthier, operator of the Half Marathon des Sables events. Through this, the week-long stage race took an evolved name, the Marathon des Sables Legendary.																					
Additionally, logistical shake-ups abound for runners on the ground, namely the shift of the notorious long stage to Stage 3 rather than Stage 4. Also, the final Stage 6 has been for some years a non-competitive charity stage, but this year it was timed and a part of the overall competition.																					
Read on for how the race played out.																					
Ahead of the race, all eyes were turned to nine-time Marathon des Sables winnerRachid El Morabityof Morocco, as well as his brotherMohamed El Morabity(Morocco), a six-time finisher with one win and five second places to his name. Rachid made a strong start to Stage 1, dashing off at an average pace of 18 kilometers per hour, testing the rest of the competition to see if they would keep up. By halfway through the first stage, Rachid slowed when his brotherMohamed El Morabity(Morocco) andAziz Yachou(Morocco) were the only athletes close behind.																					
At the end of Stage 1, it was the younger brother Mohamed in the lead, winning the stage in 2:11:09, followed by Rachid (2:11:36) and Aziz (2:11:38). In fourth, it was fellow Moroccan and older brother of Aziz,Hamid Yachou, withAhmed Ouikhalfenalso of Morocco in fifth.																					
Mohamed El Morabity winning Stage 1 of the 2024 Marathon des Sables Legendary. Photo: MDS/Antonio Miranda																					
Stage 2 remained steady throughout, with the top three men â€” Mohamed, Rachid, and Aziz â€” running together before crossing the finish line hand in hand ahead of the raceâ€™s longest stage the next day.																					
The three race leaders running together in Stage 2. Photo: MDS/Antonio Miranda																					
Now for the big one: Stage 3. This was the longest stage, with 85.3 kilometers (53 miles). It takes place over two days with a 35-hour cut-off time. Usually, during the long stage, we see the leaders create a gap with their competitors, just as Mohamed did this year. He started competitively and got better as the day unfolded. After 25 kilometers, Mohamed accelerated ahead of his competition through the stageâ€™s technical sections. By the end of the stage, Mohamed had a lead of over 10 kilometers, finishing in 7:37:47.																					
But the Stage 3 race wasnâ€™t over. Behind Mohamed, his brother Rachid battled it out with Aziz. Right until the last moment, the pair were head to head. With 200 meters to go Rachid launched a sprint, but Azizâ€™s speed couldnâ€™t be matched. Aziz crossed the line at 8:31:52, just one second before Rachid. There was also a surprise entrance fromYoann Stuckof France, who finished just seven minutes behind Rachid and Aziz, overtaking Hamid for fourth in the stage.																					
Yoann Stuck running a stage in the 2024 Marathon des Sables Legendary. Photo: MDS/Ian Corless																					
In an attempt to reclaim overall fourth place, Hamid raced ahead during the start of Stage 4 but was caught by the El Morabity brothers after the first sandy section. Despite his efforts, he was eventually overtaken by Stuck, who hung onto fourth place for the stage, beating Hamid by a mere second. Further ahead, Rachid broke away from his brother Mohamed and Aziz by the 30-kilometer mark, winning the stage and solidifying his overall second-place position ahead of Aziz in the overall standings. Mohamed and Aziz would finish together 95 seconds behind Rachid.																					
There was a dramatic turn of events during Stage 5. Mohamed started the stage with a 53-minute overall lead but started slowing by 10 kilometers into the 31-kilometer stage, slowed greatly by 20 kilometers, and stepped out of the third checkpoint with a bandage around his thigh. He limped over the finish line in 35th position. This opened up the field for Rachid and Aziz, who now both had a chance to claim first place. Rachid accelerated to the finish line, 40 seconds ahead of Aziz and, just as importantly, more than 52 minutes ahead of Mohamed.																					
The top three remained unchanged at the end of the day, but the overall competition was very tight among them heading into the raceâ€™s final stage, with Mohamed 35 seconds ahead of Rachid and 2 minutes and 51 seconds ahead of Aziz.																					
Rachid El Morabity on his way to winning Stage 5. Photo: MDS/Ian Corless																					
The battle for first place continued into the sixth and final stage, with the top three runners remaining fairly tight throughout the 21-kilometer stage. In the end, Rachid and Aziz went head to head.																					
With another sprint finish, Rachid El Morabity took a two-second lead and won the stage with a time of 1:22:05 and an overall winning time of 20:42:19, for his 10th overall victory at the race. Rachid now stands with only one other runner to have won the race 10 times, Moroccoâ€™sLahcen Ahansal.																					
Right behind was Aziz Yachou who crossed the line in 1:22:07 and finished third overall with a time of 20:44:37. This was Azizâ€™s fourth finish, and heâ€™s never finished slower than fourth place.																					
Mohamed El Morabity retained third in this stage, crossing the line a minute later than his brother in 1:23:05 and taking second overall in 20:42:44 â€” his sixth time finishing second and his seventh finish of the event.																					
Full results.																					
The hardest working men of the Marathon des Sables: the local staff. Photo: MDS/Ian Corless																					
There was no holding back at the start of the womenâ€™s race either. Moroccoâ€™sAziza El Amranyled with an average pace of 14 kilometers per hour, far ahead of the competition. Although she slowed down during the second half of Stage 1, El Amrany still finished way ahead in a time of 2:45:54 and 17th overall.																					
One of the favorites for this yearâ€™s competition,Aziza Raji(Morocco) was the 2021 winner and has placed in the top 10 in all five Marathon des Sables that sheâ€™s completed. Raji came in 26 minutes behind El Amrany and took second place for Stage 1. She was closely followed byAdriana Moserof The Netherlands in third place, a first-timer who won the most recent Half Marathon des Sables. Multi-time podium finisherGemma Game(U.K.) and three-time winnerLaurence Klein(France) followed in fourth and fifth.																					
Aziza El Amrany winning Stage 1 of the 2024 Marathon des Sables Legendary. Photo: MDS/Antonio Miranda																					
Stage 2 took a surprising start as Klein tried to lead but was quickly caught by El Amrany, who went on to win the second stage. At the end of day two, the overall podium remained the same with El Amrany holding a 46-minute total lead.																					
Things remained stable on the podium for the third stage of the womenâ€™s race. There was speculation as to whether El Amrany would be able to hold her position on this, the longest stage, after two strong days. However, there was no doubt in the end, as she once again dominated most of the stage, besting Raji by 38 minutes and Moser by 78 minutes. Leading Frenchwoman Klein suffered a blow around 30 kilometers. Fortunately, her son, who was also competing, caught up with Klein and they completed the last 25 kilometers of the stage together.																					
It was another win for Aziza El Amrany in Stage 3. Photo: MDS/Ian Corless																					
During Stage 4, things started to heat up, literally. With the rising temperatures, El Amrany suffered heat exhaustion, which slowed her down but didnâ€™t stop her. She still went on to finish in first place in 4:29:41, 23 minutes ahead of Raji.																					
The biggest news of this stage came from Moser, who made an early exit just 5 kilometers into the stage. The long third stage caused severe blisters on her feet, which led to a change in stride and, eventually, leg pain. This devastating blow for Moser shifted the U.K.â€™s Game up to third position overall, whileRajaa Hamdaouaof France finished third in this stage and moved into fourth overall. Australiaâ€™sLois Pickeringmoved up to fifth place in the overall rankings for the first time.																					
Finally, it was time for Raji to shine in Stage 5. After yesterdayâ€™s heat illness and with a comfortable lead, El Amrany understandably held back in Stage 5. This left the field open for Raji to take the stage win for the first time in the race, besting El Amrany by eight seconds. Game also eased up to fifth place in the stage, but held onto third place in the overall rankings.																					
Aziza Raji finishing Stage 3. Photo: MDS/Antonio Miranda																					
The race for first place was much less competitive on the final day of the womenâ€™s race as El Amrany won the sixth and final stage, taking first place in five out of the six stages and creating a good distance between her and the rest of the field. Aziza El Amrany completed the final stage in 1:41:21 and won the overall race by more than two hours with a time of 27:06:27.																					
Aziza Raji came second in this stage in 1:55:54 and overall with a time of 29:09:04.																					
Gemma Game was further out in the field for the sixth stage but still managed to retain her overall third place, with a finishing time of 32:18:58. This is her fourth finish of the event and her third time finishing in third place â€” a woman of consistency.																					
Aziza El Amrany and Aziza Raji (right) shortly after Raji won Stage 5 of the 2024 Marathon des Sables Legendary. Photo: MDS/Antonio Miranda																					
Full results.																					
The stars preside over the 2024 Marathon des Sables Legendary. Photo: MDS/Arnaud Cailloux																					
Related articles:"																					
2024 Barkley Marathons Results: Jasmin Paris First Ever Womenâ€™s Finisher, Most Finishers Ever,https://www.irunfar.com/2024-barkley-marathons-results,"The 2024Barkley Marathonshas concluded outside of Wartburg, Tennessee, with a record-breaking five runners finishing this yearâ€™s edition and womenâ€™s history made asJasmin Paris(U.K.) became the first woman to ever finish the event in a time of 59 hours, 58 minutes, and 21 seconds.																					
In the menâ€™s race,Ihor Verys(Ukraine, lives in Canada) finished first,John Kelly(U.S.) second,Jared Campbell(U.S.) third, andGreig Hamilton(New Zealand) fourth.																					
You can also enjoy our in-depth post-Barkleyinterview with Jasmin Parisas well as ourinterview with Ihor Verys.																					
Jasmin Paris becomes the first woman finisher of the Barkley Marathons at the eventâ€™s 2024 edition, with 99 seconds to spare. Photo: Howie Stern																					
But letâ€™s rewind 60 hours, to the start of the 2024 edition. Runners and their crews camped in Frozen Head State Park heard the sound of the conch at 4:17 a.m. on Wednesday, March 20, signaling that they had one hour to prepare for the start of lap one of the Barkley Marathons. This was after a car alarm earlier in the night sent people scrambling for their race kit, thinking it was the sound of the conch.																					
As is tradition, no start list was published, and details from the event were scarce. Followers were glued to theTwitter feed of ultrarunner and official Barkley reporterKeith Dunn, who provided amazing and hilarious commentary throughout the 60-hour event, which officially started at 5:17 a.m. Also, a hat tip toTakawho has for several years maintainedan unofficial but excellent spreadsheet to track runnersâ€™ progress.																					
With a good weather forecast, runners were probably as optimistic as is realistically possible about completing the incredibly brutal course, which changes and gets harder every year there are finishers. With a record three finishers last year, one can only assume that race directorGary Cantrell, aka Lazarus Lake,took the routing of the 26-ish mile loop up a notch.																					
To finish the race, runners must complete five laps of the course within 60 hours, alternating directions for the first four, and then any remaining runners setting off in opposite directions on the fifth and final lap, after the first runner out on the fifth lap chooses their preferred direction.																					
The mostly off-trail race tends to cover on the order of 130 miles with 63,000 feet of elevation gain, though no one besides the race director knows for sure as GPS watches and spectators arenâ€™t allowed on the course. Runners collect pages from books hidden along the course to prove they cover each loop.																					
From the start, attention was on Paris to see if she could become the first woman to complete all five laps of the Barkley Marathons this year. She set out for her record-setting fifth and final lap with 13 hours remaining, and with five minutes until the end, all eyes were down the road. With two Fun Runs already to her name in 2022 and 2023, she completed the first three laps of this yearâ€™s race in a new womenâ€™s record time and became only the second woman in the eventâ€™s history to set out on lap four. Fun Runs consist of completing three laps of the course in 40 hours, and finishing this is considered a proper achievement in itself.																					
Then she became the first woman ever to complete the fourth lap and set out for her fifth. And ultimately, she returned to the yellow gate at the raceâ€™s start-finish line triumphant, as the fifth and final finisher for 2024.																					
Meanwhile, on the menâ€™s side, a mix of prior Barkley finishers, near finishers, and hopefuls got a record-breaking six men out on the final lap. After leading for much of the raceâ€™s second half, and getting the choice of direction for the final lap, Verys was the first one back to the yellow gate in a time of 58:44:59, an amazing run for a Barkley first-timer. Kelly came in next with a time of 59:15:38, his third finish of the event, and Campbell finished for an incredible fourth time in 59:30:32. The fourth finisher, Hamilton, reached the finish in 59:38:42.																					
Whether it was good weather, an ever-increasing amount of course knowledge, or an incredibly strong field, the 2024 editionâ€™s runners set a variety of additional records. This included a record for the number of finishers of the event in a single year, up from last yearâ€™s three, and brought the total number of people to complete the course to 20. This also includes a record 12 Barkley participants who finished Fun Runs this year, up from 10 in 2023.																					
Read more about how the womenâ€™s and menâ€™s races played out below.																					
It was a historic moment at 5:16 p.m. on Friday, March 22, under two minutes before the raceâ€™s 60-hour cutoff, at Frozen Head State Park whenJasmin Paris(U.K.) became the first woman to complete the Barkley Marathons in a time of 59:58:21. And while during the initial hours of the event, it seemed like she was well on pace to complete the event, it came down those final 99 seconds.																					
Early reports from the ground were spotty. With the entrants list of Barkley kept secret, and only some runners having outed themselves as heading to Tennessee for the event, details of how the early laps of the race played out were kept under wraps. It wasnâ€™t until she completed the second lap of the course that Keith Dunn confirmed Paris as a participant.																					
With Parisâ€™ return to the Barkley for her third attempt this year, many believed this could be the chance for a woman to finish all five laps of the course. Paris finished the three-lap Fun Run in her initial attempt at the race in 2022. At the time, she was best known for winning the 268-mile Winter Spine Race outright in 2019 with a time of 83:12:23, a record that stood until 2024.																					
Jasmin Paris, the first ever woman finisher of the Barkley Marathons at the eventâ€™s 2024 edition, with now four-time finisher Jared Campbell. Photo: Howie Stern																					
Paris returned to Barkley in 2023, finished another Fun Run, and became only the second woman to start lap four. The first wasSue Johnstonin 2001. In this effort, she ran out of time on the fourth lap.																					
Details on how many other women joined Paris on the Barkley start line are still unavailable. We understand at least two other women made up the womenâ€™s race, includingKelly Halpin(U.S.), who tapped out midway through loop two, andLisa McFadden(U.S.). Weâ€™ll update this section if we learn about any other women in this yearâ€™s edition.																					
Paris went out strong with the top men and was part of the group of four that were the first to head out on loop three. Clearly on a mission, she finished her third loop in 32:15:53, a new Fun Run womenâ€™s record, and she also became the first woman to finish three laps three times. The previous womenâ€™s Fun Run record was set by Johnston in 2001 at 32:57:00.																					
Paris headed out for loop four at 32:27:50, and, according to Dunn, was â€œsmiling and looking good.â€ After 46:29:12, a little over 14 hours, Paris returned to the start-finish line, completing loop four and becoming the first woman to do so in the raceâ€™s 37-year history.																					
After an approximately 25-minute break, Paris headed back on course, in the clockwise direction.																					
She had about 13 hours to complete the final loop, after completing loop four in about 14 hours. On Parisâ€™ side, it was mostly daylight for the fifth lap, along with the reportedly easier-to-navigate clockwise course direction. Ultrarunning fans had a nail-biting 13-hour wait!																					
Jasmin Paris made everyone wait right up until there was just over a minute and a half left on the race clock. She touched the yellow gate at 59:58:21. She also now holds the honor of having the slowest known time on the course, a goal to which Barkley finishers aspire.																					
To learn more about Jasmin Paris, readour in-depth profile about her from 2020, written byDamian Hall(U.K.), a two-time Barkley attempter himself, including this year.																					
The early day or so of the menâ€™s race was just as mysterious as the womenâ€™s, with the identity of participants not being officially confirmed until they completed two laps. In the meantime, Keith Dunn provided insightful commentary into the situation with tweets including, â€œA tall skinny guy in a red hat is past the fire tower. #BM100â€ and â€œA guy with a gray beard and a muscular guy with tree trunk legs came through the fire tower at 12:55. #BM100.â€																					
As the hours wore on, it became clear that a deep field of men was contesting this yearâ€™s Barkley, including last yearâ€™s winnerAurÃ©lien Sanchez(France), two-time finisherJohn Kelly(U.S.), and three-time finisherJared Campbell(U.S.). They were also joined by Barkley hopefulsDamian Hall(U.K.), who started loop five last year but wasnâ€™t able to finish it	Harvey Lewis(U.S.) andTomokazu Ihara(Japan), both of whom had attempted Barkley before	 andIhor Verys(Ukraine, lives in Canada), a super strong ultrarunner starting for the first time.																			
While Dunn tweeted that early on that Laz said, â€œThe theme for the first loop this year is that you have to be able to navigate for yourself,â€ groups stayed together, and a group of five came in off of loop two together, including Kelly, Hall,SÃ©bastien Raichon(France), and Verys in 19:27:49. Itâ€™s worth noting they were joined by two-time Fun Run finisher Jasmin Paris.Â A brief 17-minute stop saw the first racers heading out for lap three.																					
Meanwhile,Greig Hamilton(New Zealand), Campbell, andMaxime Gauduin(France) finished their second loop in 19:52:36.Albert Herrero(Spain) and Sanchez followed at 20:26:04, and Ihara andThomas Dunkerbeck(The Netherlands) came in together at 22:08:53.																					
The brutal course continued to take its toll on racers with multi-time Big Dogâ€™s Backyard Ultra winner and record-holder Lewis dropping on his second loop. Sanchez tapped out on lap three saying, â€œI donâ€™t know how I did that last year.â€																					
Ihor Verys wins the 2024 Barkley Marathons on his first attempt. Photo: Howie Stern																					
The leaders marched on with Verys finishing loop three in 31:31:47. He was followed by Kelly and Hall just five minutes back in 31:36:57. Hamilton, Campbell, Raichon, Herrero, Gauduin, and Ihara all came in to complete loop three over the course of the next five hours and headed out for number four. When you add Jasmin Paris in the womenâ€™s race, who was firmly in the mix, it made it a record-breaking 10 runners out on lap four.																					
But as all Barkley runners and fans know, starting four laps does not always guarantee a finish, and Gauduin, Ihara, and Herrero all dropped during this loop.																					
In rapid succession, between 45:46 and 46:19, some five men finished loop four, in order Kelly, Verys, Hamilton, Hall, and Campbell.																					
Verys returned to the course first, after about a 20-minute break, choosing the clockwise direction for his fifth and final lap. It was only a matter of minutes until all the other men trailed out, in opposite directions of each other.																					
After a small time gap, Raichon was the last to finish loop four, nabbing a time of 47:45:39. Dunn reported he took a wrong turn toward the end of the loop and had to go back out to correct it before receiving credit for the lap. With a quick turnaround in camp, Raichon made it back onto the course to start the fifth lap just three minutes before the cutoff to do so at 48 hours elapsed.																					
Including Paris in the womenâ€™s race, that made seven folks on the course for five laps, a record number of loop-five starters. A lot of anxious waiting among ultrarunning fans in Frozen Head State Park and the world over followed for the raceâ€™s final 12 hours.																					
With less than two hours on the clock, Ihor Verys was the first to touch the yellow gate in a time of 58:44:59. According to Dunn, he quipped, â€œMaybe you should add a sixth loop.â€																					
Now three-time Barkley finisher John Kelly came in shortly after in a time of 59:15:38. Jared Campbell finished a record fourth Barkley in 59:30:32, telling Laz afterward, â€œThat new section is brutal. You are a bad man.â€ Greig Hamilton also made it back to the finish under the 60-hour cutoff with a time of 59:38:42.																					
You can get to know some of the menâ€™s finishers viathis 2019 profile of Jared Campbellandthis entertaining race report by John Kelly of his first Barkley finish in 2017.																					
While Damian Hall and SÃ©bastien Raichon ultimately tapped out without completing their fifth lap, it was a huge year for â€œthe race that eats its young,â€ as it is called.																					
The Barkley Marathons class of 2024 (left to right): Greig Hamilton, Jared Campbell, Ihor Verys, Jasmin Paris, and John Kelly. Photo: Howie Stern																					
Related articles:"																					
2024 Transgrancanaria Classic 126k Results: Courtney Dauwalter Repeats and Raul Butaci Wins,https://www.irunfar.com/2024-transgrancanaria-classic-126k-results,"At the stroke of midnight, on Saturday, February 24, more than 750 runners set out for the 2024Transgrancanaria Classic 126k, the main event of the Transgrancanaria festival of races on the Spanish island of Gran Canaria off of the coast of Morocco.																					
